Timestamp,Date,Hour,DayOfWeek,ExpectedVolume,ActualVolume,AHT_minutes,RequiredAgents,ScheduledStaff,AttendanceRate,AvailableStaff,Handled,Backlog,SLA_Met
03-01-2023 18:00,03-01-2023,18,1,167,228,6,27,29,0.931,26,228,119,1
03-01-2023 19:00,03-01-2023,19,1,143,195,6,23,22,0.984,21,195,119,1
03-01-2023 20:00,03-01-2023,20,1,136,186,6,22,22,0.974,21,186,119,1
03-01-2023 21:00,03-01-2023,21,1,125,171,6,21,22,0.926,20,171,119,1
03-01-2023 22:00,03-01-2023,22,1,74,101,6,12,12,0.99,11,101,119,1
03-01-2023 23:00,03-01-2023,23,1,81,81,6,10,12,0.959,11,81,119,1
04-01-2023 00:00,04-01-2023,0,2,36,36,6,5,6,0.942,5,36,119,1
04-01-2023 01:00,04-01-2023,1,2,41,41,6,5,5,0.932,4,40,120,1
04-01-2023 02:00,04-01-2023,2,2,28,28,6,4,2,0.956,1,10,138,0
04-01-2023 03:00,04-01-2023,3,2,38,38,6,5,4,0.957,3,30,146,0
04-01-2023 04:00,04-01-2023,4,2,36,36,6,5,5,0.962,4,36,146,1
04-01-2023 05:00,04-01-2023,5,2,35,35,6,5,5,0.954,4,35,146,1
04-01-2023 06:00,04-01-2023,6,2,97,97,6,12,10,0.973,9,90,153,1
04-01-2023 07:00,04-01-2023,7,2,81,81,6,10,12,0.952,11,81,153,1
04-01-2023 08:00,04-01-2023,8,2,94,94,6,12,11,0.921,10,94,153,1
04-01-2023 09:00,04-01-2023,9,2,99,99,6,12,12,0.957,11,99,153,1
04-01-2023 10:00,04-01-2023,10,2,161,161,6,19,20,0.913,18,161,153,1
04-01-2023 11:00,04-01-2023,11,2,138,138,6,17,17,0.967,16,138,153,1
04-01-2023 12:00,04-01-2023,12,2,135,135,6,16,15,0.94,14,135,153,1
04-01-2023 13:00,04-01-2023,13,2,138,138,6,17,17,0.963,16,138,153,1
04-01-2023 14:00,04-01-2023,14,2,155,155,6,19,17,0.986,16,155,153,1
04-01-2023 15:00,04-01-2023,15,2,173,173,6,21,21,0.941,19,173,153,1
04-01-2023 16:00,04-01-2023,16,2,161,161,6,19,19,0.981,18,161,153,1
04-01-2023 17:00,04-01-2023,17,2,175,175,6,21,22,0.951,20,175,153,1
04-01-2023 18:00,04-01-2023,18,2,169,169,6,20,18,0.99,17,169,153,1
04-01-2023 19:00,04-01-2023,19,2,142,142,6,17,15,0.953,14,140,155,1
04-01-2023 20:00,04-01-2023,20,2,125,125,6,15,15,0.943,14,125,155,1
04-01-2023 21:00,04-01-2023,21,2,129,129,6,16,17,0.974,16,129,155,1
04-01-2023 22:00,04-01-2023,22,2,70,70,6,9,9,0.951,8,70,155,1
04-01-2023 23:00,04-01-2023,23,2,64,64,6,8,8,0.943,7,64,155,1
05-01-2023 00:00,05-01-2023,0,3,37,37,6,5,4,0.95,3,30,162,1
05-01-2023 01:00,05-01-2023,1,3,37,37,6,5,4,0.959,3,30,169,1
05-01-2023 02:00,05-01-2023,2,3,36,36,6,5,6,0.987,5,36,169,1
05-01-2023 03:00,05-01-2023,3,3,35,35,6,5,7,0.921,6,35,169,1
05-01-2023 04:00,05-01-2023,4,3,32,32,6,4,3,0.96,2,20,181,0
05-01-2023 05:00,05-01-2023,5,3,35,35,6,5,7,0.972,6,35,181,1
05-01-2023 06:00,05-01-2023,6,3,93,93,6,11,9,0.964,8,80,194,1
05-01-2023 07:00,05-01-2023,7,3,90,90,6,11,10,0.986,9,90,194,1
05-01-2023 08:00,05-01-2023,8,3,95,95,6,12,11,0.959,10,95,194,1
05-01-2023 09:00,05-01-2023,9,3,99,99,6,12,13,0.956,12,99,194,1
05-01-2023 10:00,05-01-2023,10,3,166,166,6,20,22,0.972,21,166,194,1
05-01-2023 11:00,05-01-2023,11,3,146,146,6,18,17,0.962,16,146,194,1
05-01-2023 12:00,05-01-2023,12,3,147,147,6,18,17,0.952,16,147,194,1
05-01-2023 13:00,05-01-2023,13,3,143,143,6,17,18,0.97,17,143,194,1
05-01-2023 14:00,05-01-2023,14,3,122,122,6,15,16,0.947,15,122,194,1
05-01-2023 15:00,05-01-2023,15,3,168,168,6,20,22,0.948,20,168,194,1
05-01-2023 16:00,05-01-2023,16,3,169,169,6,20,18,0.949,17,169,194,1
05-01-2023 17:00,05-01-2023,17,3,201,201,6,24,22,0.987,21,201,194,1
05-01-2023 18:00,05-01-2023,18,3,166,166,6,20,20,0.896,17,166,194,1
05-01-2023 19:00,05-01-2023,19,3,135,135,6,16,15,0.968,14,135,194,1
05-01-2023 20:00,05-01-2023,20,3,132,132,6,16,18,0.961,17,132,194,1
05-01-2023 21:00,05-01-2023,21,3,120,120,6,15,14,0.926,12,120,194,1
05-01-2023 22:00,05-01-2023,22,3,79,79,6,10,12,0.966,11,79,194,1
05-01-2023 23:00,05-01-2023,23,3,76,76,6,9,11,0.97,10,76,194,1
06-01-2023 00:00,06-01-2023,0,4,38,38,6,5,7,0.972,6,38,194,1
06-01-2023 01:00,06-01-2023,1,4,33,33,6,4,3,0.907,2,20,207,0
06-01-2023 02:00,06-01-2023,2,4,40,40,6,5,6,0.987,5,40,207,1
06-01-2023 03:00,06-01-2023,3,4,32,32,6,4,3,0.945,2,20,219,0
06-01-2023 04:00,06-01-2023,4,4,38,38,6,5,7,0.974,6,38,219,1
06-01-2023 05:00,06-01-2023,5,4,42,42,6,5,5,0.975,4,40,221,1
06-01-2023 06:00,06-01-2023,6,4,88,88,6,11,9,0.942,8,80,229,1
06-01-2023 07:00,06-01-2023,7,4,92,92,6,11,13,0.973,12,92,229,1
06-01-2023 08:00,06-01-2023,8,4,97,97,6,12,12,0.952,11,97,229,1
06-01-2023 09:00,06-01-2023,9,4,92,92,6,11,12,0.919,11,92,229,1
06-01-2023 10:00,06-01-2023,10,4,126,126,6,15,17,0.983,16,126,229,1
06-01-2023 11:00,06-01-2023,11,4,145,145,6,18,18,0.944,17,145,229,1
06-01-2023 12:00,06-01-2023,12,4,132,132,6,16,18,0.943,16,132,229,1
06-01-2023 13:00,06-01-2023,13,4,150,150,6,18,17,0.952,16,150,229,1
06-01-2023 14:00,06-01-2023,14,4,134,134,6,16,16,0.965,15,134,229,1
06-01-2023 15:00,06-01-2023,15,4,189,189,6,23,22,0.959,21,189,229,1
06-01-2023 16:00,06-01-2023,16,4,158,158,6,19,18,0.971,17,158,229,1
06-01-2023 17:00,06-01-2023,17,4,164,164,6,20,20,0.933,18,164,229,1
06-01-2023 18:00,06-01-2023,18,4,179,179,6,22,20,0.945,18,179,229,1
06-01-2023 19:00,06-01-2023,19,4,119,119,6,14,14,0.958,13,119,229,1
06-01-2023 20:00,06-01-2023,20,4,135,135,6,16,14,0.99,13,130,234,1
06-01-2023 21:00,06-01-2023,21,4,146,146,6,18,20,0.958,19,146,234,1
06-01-2023 22:00,06-01-2023,22,4,63,63,6,8,10,0.982,9,63,234,1
06-01-2023 23:00,06-01-2023,23,4,73,73,6,9,9,0.961,8,73,234,1
07-01-2023 00:00,07-01-2023,0,5,33,33,6,4,6,0.95,5,33,234,1
07-01-2023 01:00,07-01-2023,1,5,34,34,6,5,6,0.955,5,34,234,1
07-01-2023 02:00,07-01-2023,2,5,29,29,6,4,3,0.957,2,20,243,0
07-01-2023 03:00,07-01-2023,3,5,29,29,6,4,3,0.972,2,20,252,0
07-01-2023 04:00,07-01-2023,4,5,34,34,6,5,3,0.987,2,20,266,0
07-01-2023 05:00,07-01-2023,5,5,33,33,6,4,6,0.967,5,33,266,1
07-01-2023 06:00,07-01-2023,6,5,88,88,6,11,9,0.984,8,80,274,1
07-01-2023 07:00,07-01-2023,7,5,89,89,6,11,10,0.941,9,89,274,1
07-01-2023 08:00,07-01-2023,8,5,82,82,6,10,9,0.952,8,80,276,1
07-01-2023 09:00,07-01-2023,9,5,88,88,6,11,13,0.946,12,88,276,1
07-01-2023 10:00,07-01-2023,10,5,133,133,6,16,17,0.966,16,133,276,1
07-01-2023 11:00,07-01-2023,11,5,122,122,6,15,16,0.953,15,122,276,1
07-01-2023 12:00,07-01-2023,12,5,149,149,6,18,20,0.975,19,149,276,1
07-01-2023 13:00,07-01-2023,13,5,135,135,6,16,18,0.941,16,135,276,1
07-01-2023 14:00,07-01-2023,14,5,117,117,6,14,12,0.961,11,110,283,1
07-01-2023 15:00,07-01-2023,15,5,159,159,6,19,21,0.974,20,159,283,1
07-01-2023 16:00,07-01-2023,16,5,140,140,6,17,18,0.919,16,140,283,1
07-01-2023 17:00,07-01-2023,17,5,161,161,6,19,21,0.99,20,161,283,1
07-01-2023 18:00,07-01-2023,18,5,165,165,6,20,18,0.954,17,165,283,1
07-01-2023 19:00,07-01-2023,19,5,111,111,6,14,12,0.919,11,110,284,1
07-01-2023 20:00,07-01-2023,20,5,128,128,6,16,14,0.963,13,128,284,1
07-01-2023 21:00,07-01-2023,21,5,123,123,6,15,13,0.961,12,120,287,1
07-01-2023 22:00,07-01-2023,22,5,69,69,6,9,9,0.958,8,69,287,1
07-01-2023 23:00,07-01-2023,23,5,75,75,6,9,11,0.98,10,75,287,1
08-01-2023 00:00,08-01-2023,0,6,32,32,6,4,3,0.975,2,20,299,0
08-01-2023 01:00,08-01-2023,1,6,30,30,6,4,6,0.966,5,30,299,1
08-01-2023 02:00,08-01-2023,2,6,30,30,6,4,4,0.969,3,30,299,1
08-01-2023 03:00,08-01-2023,3,6,30,30,6,4,2,0.958,1,10,319,0
08-01-2023 04:00,08-01-2023,4,6,32,27,6,4,4,0.99,3,27,319,1
08-01-2023 05:00,08-01-2023,5,6,33,28,6,4,5,0.93,4,28,319,1
08-01-2023 06:00,08-01-2023,6,6,88,75,6,9,10,0.963,9,75,319,1
08-01-2023 07:00,08-01-2023,7,6,92,78,6,10,12,0.961,11,78,319,1
08-01-2023 08:00,08-01-2023,8,6,87,87,6,11,13,0.976,12,87,319,1
08-01-2023 09:00,08-01-2023,9,6,97,97,6,12,11,0.943,10,97,319,1
08-01-2023 10:00,08-01-2023,10,6,127,127,6,15,14,0.925,12,120,326,1
08-01-2023 11:00,08-01-2023,11,6,158,158,6,19,20,0.963,19,158,326,1
08-01-2023 12:00,08-01-2023,12,6,136,136,6,17,15,0.966,14,136,326,1
08-01-2023 13:00,08-01-2023,13,6,121,121,6,15,15,0.99,14,121,326,1
08-01-2023 14:00,08-01-2023,14,6,119,119,6,14,13,0.935,12,119,326,1
08-01-2023 15:00,08-01-2023,15,6,157,157,6,19,18,0.983,17,157,326,1
08-01-2023 16:00,08-01-2023,16,6,149,149,6,18,16,0.99,15,149,326,1
08-01-2023 17:00,08-01-2023,17,6,160,160,6,19,17,0.952,16,160,326,1
08-01-2023 18:00,08-01-2023,18,6,157,157,6,19,21,0.934,19,157,326,1
08-01-2023 19:00,08-01-2023,19,6,118,118,6,14,14,0.952,13,118,326,1
08-01-2023 20:00,08-01-2023,20,6,111,111,6,14,12,0.96,11,110,327,1
08-01-2023 21:00,08-01-2023,21,6,105,105,6,13,12,0.971,11,105,327,1
08-01-2023 22:00,08-01-2023,22,6,63,63,6,8,7,0.948,6,60,330,1
08-01-2023 23:00,08-01-2023,23,6,69,69,6,9,10,0.99,9,69,330,1
09-01-2023 00:00,09-01-2023,0,0,37,37,6,5,3,0.938,2,20,347,0
09-01-2023 01:00,09-01-2023,1,0,32,32,6,4,6,0.925,5,32,347,1
09-01-2023 02:00,09-01-2023,2,0,37,37,6,5,5,0.982,4,37,347,1
09-01-2023 03:00,09-01-2023,3,0,37,37,6,5,7,0.915,6,37,347,1
09-01-2023 04:00,09-01-2023,4,0,34,34,6,5,4,0.956,3,30,351,1
09-01-2023 05:00,09-01-2023,5,0,36,36,6,5,7,0.99,6,36,351,1
09-01-2023 06:00,09-01-2023,6,0,97,97,6,12,11,0.96,10,97,351,1
09-01-2023 07:00,09-01-2023,7,0,87,87,6,11,10,0.938,9,87,351,1
09-01-2023 08:00,09-01-2023,8,0,99,99,6,12,11,0.959,10,99,351,1
09-01-2023 09:00,09-01-2023,9,0,100,100,6,12,11,0.959,10,100,351,1
09-01-2023 10:00,09-01-2023,10,0,157,157,6,19,18,0.963,17,157,351,1
09-01-2023 11:00,09-01-2023,11,0,156,156,6,19,20,0.973,19,156,351,1
09-01-2023 12:00,09-01-2023,12,0,128,128,6,16,18,0.939,16,128,351,1
09-01-2023 13:00,09-01-2023,13,0,133,133,6,16,17,0.99,16,133,351,1
09-01-2023 14:00,09-01-2023,14,0,150,150,6,18,19,0.965,18,150,351,1
09-01-2023 15:00,09-01-2023,15,0,175,175,6,21,19,0.975,18,175,351,1
09-01-2023 16:00,09-01-2023,16,0,175,175,6,21,19,0.947,18,175,351,1
09-01-2023 17:00,09-01-2023,17,0,220,220,6,26,24,0.986,23,220,351,1
09-01-2023 18:00,09-01-2023,18,0,176,176,6,21,21,0.955,20,176,351,1
09-01-2023 19:00,09-01-2023,19,0,144,144,6,17,15,0.966,14,140,355,1
09-01-2023 20:00,09-01-2023,20,0,142,142,6,17,19,0.941,17,142,355,1
09-01-2023 21:00,09-01-2023,21,0,139,139,6,17,18,0.94,16,139,355,1
09-01-2023 22:00,09-01-2023,22,0,70,70,6,9,11,0.974,10,70,355,1
09-01-2023 23:00,09-01-2023,23,0,76,76,6,9,7,0.951,6,60,371,0
10-01-2023 00:00,10-01-2023,0,1,34,34,6,5,5,0.943,4,34,371,1
10-01-2023 01:00,10-01-2023,1,1,35,35,6,5,5,0.947,4,35,371,1
10-01-2023 02:00,10-01-2023,2,1,35,35,6,5,6,0.974,5,35,371,1
10-01-2023 03:00,10-01-2023,3,1,36,36,6,5,7,0.947,6,36,371,1
10-01-2023 04:00,10-01-2023,4,1,43,43,6,6,5,0.958,4,40,374,1
10-01-2023 05:00,10-01-2023,5,1,31,31,6,4,6,0.96,5,31,374,1
10-01-2023 06:00,10-01-2023,6,1,101,101,6,12,10,0.922,9,90,385,1
10-01-2023 07:00,10-01-2023,7,1,84,84,6,10,9,0.931,8,80,389,1
10-01-2023 08:00,10-01-2023,8,1,93,93,6,11,11,0.967,10,93,389,1
10-01-2023 09:00,10-01-2023,9,1,105,105,6,13,14,0.945,13,105,389,1
10-01-2023 10:00,10-01-2023,10,1,145,145,6,18,19,0.981,18,145,389,1
10-01-2023 11:00,10-01-2023,11,1,132,132,6,16,16,0.979,15,132,389,1
10-01-2023 12:00,10-01-2023,12,1,136,136,6,17,15,0.974,14,136,389,1
10-01-2023 13:00,10-01-2023,13,1,152,152,6,18,18,0.99,17,152,389,1
10-01-2023 14:00,10-01-2023,14,1,136,136,6,17,15,0.958,14,136,389,1
10-01-2023 15:00,10-01-2023,15,1,171,171,6,21,20,0.973,19,171,389,1
10-01-2023 16:00,10-01-2023,16,1,169,169,6,20,20,0.948,18,169,389,1
10-01-2023 17:00,10-01-2023,17,1,160,160,6,19,17,0.99,16,160,389,1
10-01-2023 18:00,10-01-2023,18,1,197,197,6,24,23,0.99,22,197,389,1
10-01-2023 19:00,10-01-2023,19,1,139,139,6,17,17,0.96,16,139,389,1
10-01-2023 20:00,10-01-2023,20,1,111,111,6,14,15,0.968,14,111,389,1
10-01-2023 21:00,10-01-2023,21,1,134,134,6,16,16,0.987,15,134,389,1
10-01-2023 22:00,10-01-2023,22,1,68,68,6,9,11,0.957,10,68,389,1
10-01-2023 23:00,10-01-2023,23,1,77,77,6,10,10,0.947,9,77,389,1
11-01-2023 00:00,11-01-2023,0,2,34,34,6,5,7,0.977,6,34,389,1
11-01-2023 01:00,11-01-2023,1,2,36,36,6,5,4,0.962,3,30,395,1
11-01-2023 02:00,11-01-2023,2,2,38,38,6,5,5,0.964,4,38,395,1
11-01-2023 03:00,11-01-2023,3,2,39,39,6,5,4,0.943,3,30,404,0
11-01-2023 04:00,11-01-2023,4,2,33,33,6,4,3,0.926,2,20,417,0
11-01-2023 05:00,11-01-2023,5,2,35,35,6,5,3,0.965,2,20,432,0
11-01-2023 06:00,11-01-2023,6,2,93,93,6,11,10,0.978,9,90,435,1
11-01-2023 07:00,11-01-2023,7,2,91,91,6,11,10,0.955,9,90,436,1
11-01-2023 08:00,11-01-2023,8,2,110,110,6,13,13,0.989,12,110,436,1
11-01-2023 09:00,11-01-2023,9,2,99,99,6,12,12,0.946,11,99,436,1
11-01-2023 10:00,11-01-2023,10,2,130,130,6,16,17,0.939,15,130,436,1
11-01-2023 11:00,11-01-2023,11,2,155,155,6,19,17,0.959,16,155,436,1
11-01-2023 12:00,11-01-2023,12,2,169,169,6,20,19,0.958,18,169,436,1
11-01-2023 13:00,11-01-2023,13,2,156,156,6,19,17,0.975,16,156,436,1
11-01-2023 14:00,11-01-2023,14,2,127,127,6,15,17,0.945,16,127,436,1
11-01-2023 15:00,11-01-2023,15,2,162,162,6,20,19,0.987,18,162,436,1
11-01-2023 16:00,11-01-2023,16,2,185,185,6,22,20,0.99,19,185,436,1
11-01-2023 17:00,11-01-2023,17,2,159,159,6,19,20,0.959,19,159,436,1
11-01-2023 18:00,11-01-2023,18,2,174,174,6,21,22,0.985,21,174,436,1
11-01-2023 19:00,11-01-2023,19,2,140,140,6,17,16,0.939,15,140,436,1
11-01-2023 20:00,11-01-2023,20,2,122,122,6,15,17,0.982,16,122,436,1
11-01-2023 21:00,11-01-2023,21,2,132,132,6,16,17,0.981,16,132,436,1
11-01-2023 22:00,11-01-2023,22,2,53,53,6,7,8,0.977,7,53,436,1
11-01-2023 23:00,11-01-2023,23,2,66,66,6,8,10,0.96,9,66,436,1
12-01-2023 00:00,12-01-2023,0,3,35,35,6,5,3,0.901,2,20,451,0
12-01-2023 01:00,12-01-2023,1,3,32,32,6,4,5,0.947,4,32,451,1
12-01-2023 02:00,12-01-2023,2,3,41,41,6,5,5,0.947,4,40,452,1
12-01-2023 03:00,12-01-2023,3,3,32,32,6,4,5,0.94,4,32,452,1
12-01-2023 04:00,12-01-2023,4,3,35,35,6,5,3,0.962,2,20,467,0
12-01-2023 05:00,12-01-2023,5,3,36,36,6,5,3,0.952,2,20,483,0
12-01-2023 06:00,12-01-2023,6,3,107,107,6,13,12,0.944,11,107,483,1
12-01-2023 07:00,12-01-2023,7,3,85,85,6,10,10,0.939,9,85,483,1
12-01-2023 08:00,12-01-2023,8,3,105,105,6,13,11,0.946,10,100,488,1
12-01-2023 09:00,12-01-2023,9,3,96,96,6,12,14,0.982,13,96,488,1
12-01-2023 10:00,12-01-2023,10,3,133,133,6,16,16,0.947,15,133,488,1
12-01-2023 11:00,12-01-2023,11,3,150,150,6,18,18,0.95,17,150,488,1
12-01-2023 12:00,12-01-2023,12,3,147,147,6,18,20,0.951,19,147,488,1
12-01-2023 13:00,12-01-2023,13,3,137,137,6,17,18,0.967,17,137,488,1
12-01-2023 14:00,12-01-2023,14,3,145,145,6,18,20,0.969,19,145,488,1
12-01-2023 15:00,12-01-2023,15,3,163,163,6,20,22,0.899,19,163,488,1
12-01-2023 16:00,12-01-2023,16,3,170,170,6,20,21,0.98,20,170,488,1
12-01-2023 17:00,12-01-2023,17,3,177,177,6,21,22,0.989,21,177,488,1
12-01-2023 18:00,12-01-2023,18,3,190,190,6,23,24,0.939,22,190,488,1
12-01-2023 19:00,12-01-2023,19,3,119,119,6,14,15,0.941,14,119,488,1
12-01-2023 20:00,12-01-2023,20,3,155,155,6,19,20,0.951,19,155,488,1
12-01-2023 21:00,12-01-2023,21,3,112,112,6,14,16,0.945,15,112,488,1
12-01-2023 22:00,12-01-2023,22,3,71,71,6,9,8,0.964,7,70,489,1
12-01-2023 23:00,12-01-2023,23,3,76,76,6,9,8,0.921,7,70,495,1
13-01-2023 00:00,13-01-2023,0,4,37,37,6,5,3,0.938,2,20,512,0
13-01-2023 01:00,13-01-2023,1,4,34,34,6,5,4,0.99,3,30,516,1
13-01-2023 02:00,13-01-2023,2,4,35,35,6,5,4,0.941,3,30,521,1
13-01-2023 03:00,13-01-2023,3,4,35,35,6,5,7,0.985,6,35,521,1
13-01-2023 04:00,13-01-2023,4,4,34,34,6,5,6,0.967,5,34,521,1
13-01-2023 05:00,13-01-2023,5,4,39,39,6,5,6,0.924,5,39,521,1
13-01-2023 06:00,13-01-2023,6,4,99,99,6,12,14,0.973,13,99,521,1
13-01-2023 07:00,13-01-2023,7,4,91,91,6,11,10,0.958,9,90,522,1
13-01-2023 08:00,13-01-2023,8,4,103,103,6,13,15,0.951,14,103,522,1
13-01-2023 09:00,13-01-2023,9,4,99,99,6,12,10,0.965,9,90,531,1
13-01-2023 10:00,13-01-2023,10,4,154,154,6,19,20,0.969,19,154,531,1
13-01-2023 11:00,13-01-2023,11,4,152,152,6,18,18,0.974,17,152,531,1
13-01-2023 12:00,13-01-2023,12,4,135,135,6,16,14,0.984,13,130,536,1
13-01-2023 13:00,13-01-2023,13,4,138,138,6,17,15,0.968,14,138,536,1
13-01-2023 14:00,13-01-2023,14,4,153,153,6,18,20,0.932,18,153,536,1
13-01-2023 15:00,13-01-2023,15,4,177,177,6,21,20,0.951,19,177,536,1
13-01-2023 16:00,13-01-2023,16,4,168,168,6,20,21,0.99,20,168,536,1
13-01-2023 17:00,13-01-2023,17,4,170,170,6,20,20,0.974,19,170,536,1
13-01-2023 18:00,13-01-2023,18,4,186,186,6,22,20,0.99,19,186,536,1
13-01-2023 19:00,13-01-2023,19,4,126,126,6,15,15,0.988,14,126,536,1
13-01-2023 20:00,13-01-2023,20,4,138,138,6,17,16,0.965,15,138,536,1
13-01-2023 21:00,13-01-2023,21,4,130,130,6,16,15,0.966,14,130,536,1
13-01-2023 22:00,13-01-2023,22,4,71,71,6,9,9,0.959,8,71,536,1
13-01-2023 23:00,13-01-2023,23,4,78,78,6,10,11,0.925,10,78,536,1
14-01-2023 00:00,14-01-2023,0,5,35,35,6,5,4,0.96,3,30,541,1
